site_id,window_start,ion,concentration
Q1,2005-09-13,mg_mgl,2.756666666666667
Q1,2005-09-13,ca_mgl,4.974444444444445
Q1,2005-09-13,nh4n_ugl,12.75
Q1,2005-11-15,k_mgl,0.79
Q1,2005-11-15,no3n_ugl,156.44444444444446
Q1,2005-11-15,mg_mgl,2.9844444444444442
Q1,2005-11-15,ca_mgl,5.291111111111111
Q1,2005-11-15,nh4n_ugl,7.666666666666667
Q1,2006-01-17,k_mgl,0.8144444444444444
Q1,2006-01-17,no3n_ugl,166.22222222222223
Q1,2006-01-17,mg_mgl,2.8644444444444446
Q1,2006-01-17,ca_mgl,5.355555555555555
Q1,2006-01-17,nh4n_ugl,6.5
Q1,2006-03-21,k_mgl,0.8355555555555555
Q1,2006-03-21,no3n_ugl,151.22222222222223
Q1,2006-03-21,mg_mgl,3.151111111111111
Q1,2006-03-21,ca_mgl,5.863333333333333
Q1,2006-03-21,nh4n_ugl,NA
Q1,2006-05-23,k_mgl,0.8233333333333334
Q1,2006-05-23,no3n_ugl,170.75
Q1,2006-05-23,mg_mgl,2.838888888888889
Q1,2006-05-23,ca_mgl,5.79125
Q1,2006-05-23,nh4n_ugl,15.5
Q1,2006-07-25,k_mgl,0.9044444444444445
Q1,2006-07-25,no3n_ugl,155.375
Q1,2006-07-25,mg_mgl,3.2577777777777777
Q1,2006-07-25,ca_mgl,6.322222222222222
Q1,2006-07-25,nh4n_ugl,9.333333333333334
Q1,2006-09-26,k_mgl,0.9322222222222223
Q1,2006-09-26,no3n_ugl,136.11111111111111
Q1,2006-09-26,mg_mgl,2.87
Q1,2006-09-26,ca_mgl,5.557777777777778
Q1,2006-09-26,nh4n_ugl,7
Q1,2006-11-28,k_mgl,0.9011111111111111
Q1,2006-11-28,no3n_ugl,177.44444444444446
Q1,2006-11-28,mg_mgl,3.1133333333333333
Q1,2006-11-28,ca_mgl,6.066666666666666
Q1,2006-11-28,nh4n_ugl,6.5
Q1,2007-01-30,k_mgl,0.8922222222222222
Q1,2007-01-30,no3n_ugl,154
Q1,2007-01-30,mg_mgl,3.4644444444444447
Q1,2007-01-30,ca_mgl,5.982222222222222
Q1,2007-01-30,nh4n_ugl,8.666666666666666
Q1,2007-04-03,k_mgl,0.85
Q1,2007-04-03,no3n_ugl,113.77777777777777
Q1,2007-04-03,mg_mgl,3.013333333333333
Q1,2007-04-03,ca_mgl,5.17
Q1,2007-04-03,nh4n_ugl,7.125
Q1,2007-06-05,k_mgl,0.8744444444444445
Q1,2007-06-05,no3n_ugl,147.33333333333334
Q1,2007-06-05,mg_mgl,3.51
Q1,2007-06-05,ca_mgl,6.301111111111111
Q1,2007-06-05,nh4n_ugl,9.333333333333334
Q1,2007-08-07,k_mgl,0.8588888888888889
Q1,2007-08-07,no3n_ugl,129.55555555555554
Q1,2007-08-07,mg_mgl,3.198888888888889
Q1,2007-08-07,ca_mgl,6.03
Q1,2007-08-07,nh4n_ugl,12.285714285714286
Q1,2007-10-09,k_mgl,0.8544444444444445
Q1,2007-10-09,no3n_ugl,180.55555555555554
Q1,2007-10-09,mg_mgl,3.152222222222222
Q1,2007-10-09,ca_mgl,5.526666666666666
Q1,2007-10-09,nh4n_ugl,9.4
Q1,2007-12-11,k_mgl,0.8775000000000001
Q1,2007-12-11,no3n_ugl,132.625
Q1,2007-12-11,mg_mgl,3.07
Q1,2007-12-11,ca_mgl,6.0475
Q1,2007-12-11,nh4n_ugl,8.75
Q1,2008-02-12,k_mgl,0.8788888888888889
Q1,2008-02-12,no3n_ugl,159
Q1,2008-02-12,mg_mgl,3.5977777777777775
Q1,2008-02-12,ca_mgl,6.448888888888889
Q1,2008-02-12,nh4n_ugl,28
Q1,2008-04-15,k_mgl,0.9055555555555556
Q1,2008-04-15,no3n_ugl,136.77777777777777
Q1,2008-04-15,mg_mgl,3.4322222222222223
Q1,2008-04-15,ca_mgl,6.5344444444444445
Q1,2008-04-15,nh4n_ugl,NA
Q1,2008-06-17,k_mgl,0.77
Q1,2008-06-17,no3n_ugl,149.875
Q1,2008-06-17,mg_mgl,3.555
Q1,2008-06-17,ca_mgl,6.0562499999999995
Q1,2008-06-17,nh4n_ugl,14.5
Q1,2008-08-19,k_mgl,0.8522222222222222
Q1,2008-08-19,no3n_ugl,146.33333333333334
Q1,2008-08-19,mg_mgl,3.2777777777777777
Q1,2008-08-19,ca_mgl,5.195555555555556
Q1,2008-08-19,nh4n_ugl,10.4
Q1,2008-10-21,k_mgl,0.7266666666666667
Q1,2008-10-21,no3n_ugl,159.5
Q1,2008-10-21,mg_mgl,3.5122222222222224
Q1,2008-10-21,ca_mgl,5.166666666666667
Q1,2008-10-21,nh4n_ugl,8
Q1,2008-12-23,k_mgl,0.8555555555555555
Q1,2008-12-23,no3n_ugl,161.11111111111111
Q1,2008-12-23,mg_mgl,3.531111111111111
Q1,2008-12-23,ca_mgl,6.452222222222222
Q1,2008-12-23,nh4n_ugl,15
Q1,2009-02-24,k_mgl,0.9
Q1,2009-02-24,no3n_ugl,165
Q1,2009-02-24,mg_mgl,3.8175
Q1,2009-02-24,ca_mgl,7.38625
Q1,2009-02-24,nh4n_ugl,NA
Q1,2009-04-28,k_mgl,0.9877777777777778
Q1,2009-04-28,no3n_ugl,141.11111111111111
Q1,2009-04-28,mg_mgl,3.0844444444444443
Q1,2009-04-28,ca_mgl,5.553333333333334
Q1,2009-04-28,nh4n_ugl,6.333333333333333
Q1,2009-06-30,k_mgl,0.9588888888888889
Q1,2009-06-30,no3n_ugl,133
Q1,2009-06-30,mg_mgl,3.212222222222222
Q1,2009-06-30,ca_mgl,5.467777777777778
Q1,2009-06-30,nh4n_ugl,8.714285714285714
Q1,2009-09-01,k_mgl,0.9550000000000001
Q1,2009-09-01,no3n_ugl,108.875
Q1,2009-09-01,mg_mgl,3.1075
Q1,2009-09-01,ca_mgl,6.1175
Q1,2009-09-01,nh4n_ugl,15
Q1,2009-11-03,k_mgl,0.8833333333333333
Q1,2009-11-03,no3n_ugl,108.22222222222223
Q1,2009-11-03,mg_mgl,2.741111111111111
Q1,2009-11-03,ca_mgl,5.405555555555556
Q1,2009-11-03,nh4n_ugl,13.4
Q1,2010-01-05,k_mgl,0.79
Q1,2010-01-05,no3n_ugl,142.22222222222223
Q1,2010-01-05,mg_mgl,2.8788888888888886
Q1,2010-01-05,ca_mgl,5.826666666666667
Q1,2010-01-05,nh4n_ugl,20.5
Q1,2010-03-09,k_mgl,0.8811111111111111
Q1,2010-03-09,no3n_ugl,113.22222222222223
Q1,2010-03-09,mg_mgl,2.148888888888889
Q1,2010-03-09,ca_mgl,4.52875
Q1,2010-03-09,nh4n_ugl,24
Q1,2010-05-11,k_mgl,0.8425
Q1,2010-05-11,no3n_ugl,123.5
Q1,2010-05-11,mg_mgl,2.6725
Q1,2010-05-11,ca_mgl,4.7725
Q1,2010-05-11,nh4n_ugl,13.571428571428571
Q1,2010-07-13,k_mgl,1.02
Q1,2010-07-13,no3n_ugl,143
Q1,2010-07-13,mg_mgl,2.70125
Q1,2010-07-13,ca_mgl,4.74375
Q1,2010-07-13,nh4n_ugl,20.75
Q1,2010-09-14,k_mgl,0.9977777777777778
Q1,2010-09-14,no3n_ugl,171.11111111111111
Q1,2010-09-14,mg_mgl,3.1533333333333333
Q1,2010-09-14,ca_mgl,5.977777777777778
Q1,2010-09-14,nh4n_ugl,7.75
Q1,2010-11-16,k_mgl,1.0911111111111111
Q1,2010-11-16,no3n_ugl,151.375
Q1,2010-11-16,mg_mgl,2.9188888888888886
Q1,2010-11-16,ca_mgl,5.233333333333333
Q1,2010-11-16,nh4n_ugl,13.666666666666666
Q1,2011-01-18,k_mgl,0.8422222222222222
Q1,2011-01-18,no3n_ugl,143.42857142857142
Q1,2011-01-18,mg_mgl,3.1888888888888887
Q1,2011-01-18,ca_mgl,6.438888888888889
Q1,2011-01-18,nh4n_ugl,5
Q1,2011-03-22,k_mgl,0.83
Q1,2011-03-22,no3n_ugl,93.16666666666667
Q1,2011-03-22,mg_mgl,2.9833333333333334
Q1,2011-03-22,ca_mgl,5.9655555555555555
Q1,2011-03-22,nh4n_ugl,12
Q1,2011-05-24,k_mgl,0.8655555555555555
Q1,2011-05-24,no3n_ugl,140.66666666666666
Q1,2011-05-24,mg_mgl,2.6044444444444443
Q1,2011-05-24,ca_mgl,5.861111111111111
Q1,2011-05-24,nh4n_ugl,7
Q1,2011-07-26,k_mgl,0.9071428571428571
Q1,2011-07-26,no3n_ugl,98.83333333333333
Q1,2011-07-26,mg_mgl,2.54
Q1,2011-07-26,ca_mgl,5.1085714285714285
Q1,2011-07-26,nh4n_ugl,124
Q1,2011-09-27,k_mgl,0.8788888888888889
Q1,2011-09-27,no3n_ugl,132.75
Q1,2011-09-27,mg_mgl,3.0522222222222224
Q1,2011-09-27,ca_mgl,6.457777777777777
Q1,2011-09-27,nh4n_ugl,9.4
Q1,2011-11-29,k_mgl,0.8477777777777777
Q1,2011-11-29,no3n_ugl,147.375
Q1,2011-11-29,mg_mgl,2.8944444444444444
Q1,2011-11-29,ca_mgl,6.511111111111111
Q1,2011-11-29,nh4n_ugl,8.5
Q1,2012-01-31,k_mgl,0.8233333333333334
Q1,2012-01-31,no3n_ugl,115.83333333333333
Q1,2012-01-31,mg_mgl,3.2055555555555557
Q1,2012-01-31,ca_mgl,6.781111111111111
Q1,2012-01-31,nh4n_ugl,NA
Q1,2012-04-03,k_mgl,0.85
Q1,2012-04-03,no3n_ugl,93.33333333333333
Q1,2012-04-03,mg_mgl,2.8722222222222222
Q1,2012-04-03,ca_mgl,6.081111111111111
Q1,2012-04-03,nh4n_ugl,NA
Q1,2012-06-05,k_mgl,0.78375
Q1,2012-06-05,no3n_ugl,97
Q1,2012-06-05,mg_mgl,2.83875
Q1,2012-06-05,ca_mgl,5.34375
Q1,2012-06-05,nh4n_ugl,33
Q1,2012-08-07,k_mgl,0.7377777777777778
Q1,2012-08-07,no3n_ugl,80.83333333333333
Q1,2012-08-07,mg_mgl,2.988888888888889
Q1,2012-08-07,ca_mgl,5.832222222222222
Q1,2012-08-07,nh4n_ugl,8
Q1,2012-10-09,k_mgl,0.87
Q1,2012-10-09,no3n_ugl,57
Q1,2012-10-09,mg_mgl,2.77
Q1,2012-10-09,ca_mgl,5.204444444444444
Q1,2012-10-09,nh4n_ugl,10
Q1,2012-12-11,k_mgl,0.9066666666666667
Q1,2012-12-11,no3n_ugl,115
Q1,2012-12-11,mg_mgl,3.091111111111111
Q1,2012-12-11,ca_mgl,6.035555555555556
Q1,2012-12-11,nh4n_ugl,16.333333333333332
Q1,2013-02-12,k_mgl,0.8322222222222222
Q1,2013-02-12,no3n_ugl,105.375
Q1,2013-02-12,mg_mgl,2.6766666666666667
Q1,2013-02-12,ca_mgl,4.542222222222222
Q1,2013-02-12,nh4n_ugl,22
Q1,2013-04-16,k_mgl,0.8522222222222222
Q1,2013-04-16,no3n_ugl,42.333333333333336
Q1,2013-04-16,mg_mgl,2.772222222222222
Q1,2013-04-16,ca_mgl,5.15
Q1,2013-04-16,nh4n_ugl,NA
Q1,2013-06-18,k_mgl,0.6985714285714286
Q1,2013-06-18,no3n_ugl,60.666666666666664
Q1,2013-06-18,mg_mgl,2.35
Q1,2013-06-18,ca_mgl,5.0024999999999995
Q1,2013-06-18,nh4n_ugl,13.666666666666666
Q1,2013-08-20,k_mgl,0.6742857142857143
Q1,2013-08-20,no3n_ugl,50
Q1,2013-08-20,mg_mgl,3.047142857142857
Q1,2013-08-20,ca_mgl,6.357142857142858
Q1,2013-08-20,nh4n_ugl,18.333333333333332
Q1,2013-10-22,k_mgl,0.8688888888888888
Q1,2013-10-22,no3n_ugl,136.5
Q1,2013-10-22,mg_mgl,2.7311111111111113
Q1,2013-10-22,ca_mgl,5.025555555555556
Q1,2013-10-22,nh4n_ugl,20.833333333333332
Q1,2013-12-24,k_mgl,0.8933333333333333
Q1,2013-12-24,no3n_ugl,135
Q1,2013-12-24,mg_mgl,3.013333333333333
Q1,2013-12-24,ca_mgl,5.207777777777777
Q1,2013-12-24,nh4n_ugl,19
Q1,2014-02-25,k_mgl,0.75375
Q1,2014-02-25,no3n_ugl,136
Q1,2014-02-25,mg_mgl,2.91
Q1,2014-02-25,ca_mgl,5.0725
Q1,2014-02-25,nh4n_ugl,12.2
Q1,2014-04-29,k_mgl,0.9055555555555556
Q1,2014-04-29,no3n_ugl,121
Q1,2014-04-29,mg_mgl,3.4266666666666667
Q1,2014-04-29,ca_mgl,5.681111111111111
Q1,2014-04-29,nh4n_ugl,8
Q1,2014-07-01,k_mgl,0.895
Q1,2014-07-01,no3n_ugl,132.25
Q1,2014-07-01,mg_mgl,3.405
Q1,2014-07-01,ca_mgl,5.895
Q1,2014-07-01,nh4n_ugl,9.333333333333334
Q1,2014-09-02,k_mgl,0.9466666666666667
Q1,2014-09-02,no3n_ugl,131.66666666666666
Q1,2014-09-02,mg_mgl,3.562222222222222
Q1,2014-09-02,ca_mgl,6.148888888888889
Q1,2014-09-02,nh4n_ugl,17.8
Q1,2014-11-04,k_mgl,0.833
Q1,2014-11-04,no3n_ugl,89.83333333333333
Q1,2014-11-04,mg_mgl,2.779
Q1,2014-11-04,ca_mgl,5.125
Q1,2014-11-04,nh4n_ugl,15
Q1,2015-01-06,k_mgl,0.8987499999999999
Q1,2015-01-06,no3n_ugl,117.6
Q1,2015-01-06,mg_mgl,3.22375
Q1,2015-01-06,ca_mgl,5.9475
Q1,2015-01-06,nh4n_ugl,12.25
Q1,2015-03-10,k_mgl,0.9911111111111112
Q1,2015-03-10,no3n_ugl,127.25
Q1,2015-03-10,mg_mgl,3.6844444444444444
Q1,2015-03-10,ca_mgl,6.555555555555555
Q1,2015-03-10,nh4n_ugl,11
Q1,2015-05-12,k_mgl,1.0875
Q1,2015-05-12,no3n_ugl,118
Q1,2015-05-12,mg_mgl,3.9025
Q1,2015-05-12,ca_mgl,7.49375
Q1,2015-05-12,nh4n_ugl,10
Q1,2015-07-14,k_mgl,0.8166666666666667
Q1,2015-07-14,no3n_ugl,122.75
Q1,2015-07-14,mg_mgl,3.3266666666666667
Q1,2015-07-14,ca_mgl,6.423333333333334
Q1,2015-07-14,nh4n_ugl,13
Q1,2015-09-15,k_mgl,0.8322222222222222
Q1,2015-09-15,no3n_ugl,162.33333333333334
Q1,2015-09-15,mg_mgl,3.18
Q1,2015-09-15,ca_mgl,5.8
Q1,2015-09-15,nh4n_ugl,12.4
Q1,2015-11-17,k_mgl,0.8677777777777778
Q1,2015-11-17,no3n_ugl,115.85714285714286
Q1,2015-11-17,mg_mgl,3.2444444444444445
Q1,2015-11-17,ca_mgl,6.405555555555556
Q1,2015-11-17,nh4n_ugl,6
Q1,2016-01-19,k_mgl,0.885
Q1,2016-01-19,no3n_ugl,90
Q1,2016-01-19,mg_mgl,2.995
Q1,2016-01-19,ca_mgl,6.375
Q1,2016-01-19,nh4n_ugl,5
Q1,2016-03-22,k_mgl,1.038888888888889
Q1,2016-03-22,no3n_ugl,107.66666666666667
Q1,2016-03-22,mg_mgl,3.3622222222222224
Q1,2016-03-22,ca_mgl,6.842222222222222
Q1,2016-03-22,nh4n_ugl,14.333333333333334
Q1,2016-05-24,k_mgl,0.9244444444444444
Q1,2016-05-24,no3n_ugl,101.55555555555556
Q1,2016-05-24,mg_mgl,2.9766666666666666
Q1,2016-05-24,ca_mgl,6
Q1,2016-05-24,nh4n_ugl,9.25
Q1,2016-07-26,k_mgl,0.9311111111111111
Q1,2016-07-26,no3n_ugl,95.625
Q1,2016-07-26,mg_mgl,2.9044444444444446
Q1,2016-07-26,ca_mgl,5.6433333333333335
Q1,2016-07-26,nh4n_ugl,6.666666666666667
Q1,2016-09-27,k_mgl,0.9388888888888889
Q1,2016-09-27,no3n_ugl,121.44444444444444
Q1,2016-09-27,mg_mgl,3.022222222222222
Q1,2016-09-27,ca_mgl,5.832222222222223
Q1,2016-09-27,nh4n_ugl,NA
Q1,2016-11-29,k_mgl,0.9388888888888889
Q1,2016-11-29,no3n_ugl,133.44444444444446
Q1,2016-11-29,mg_mgl,2.6055555555555556
Q1,2016-11-29,ca_mgl,5.036666666666666
Q1,2016-11-29,nh4n_ugl,6.666666666666667
Q1,2017-01-31,k_mgl,0.9766666666666667
Q1,2017-01-31,no3n_ugl,117.11111111111111
Q1,2017-01-31,mg_mgl,2.94
Q1,2017-01-31,ca_mgl,5.365555555555556
Q1,2017-01-31,nh4n_ugl,67.5
Q1,2017-04-04,k_mgl,0.99
Q1,2017-04-04,no3n_ugl,109.16666666666667
Q1,2017-04-04,mg_mgl,2.7644444444444445
Q1,2017-04-04,ca_mgl,5.064444444444445
Q1,2017-04-04,nh4n_ugl,8
Q1,2017-06-06,k_mgl,0.9177777777777778
Q1,2017-06-06,no3n_ugl,110.44444444444444
Q1,2017-06-06,mg_mgl,3.307777777777778
Q1,2017-06-06,ca_mgl,5.997777777777777
Q1,2017-06-06,nh4n_ugl,28
Q1,2017-08-08,k_mgl,0.985
Q1,2017-08-08,no3n_ugl,120.75
Q1,2017-08-08,mg_mgl,3.0375
Q1,2017-08-08,ca_mgl,5.382499999999999
Q1,2017-08-08,nh4n_ugl,6
Q1,2017-10-10,k_mgl,1.254
Q1,2017-10-10,no3n_ugl,68.8
Q1,2017-10-10,mg_mgl,2.566
Q1,2017-10-10,ca_mgl,4.734
Q1,2017-10-10,nh4n_ugl,8
Q1,2017-12-12,k_mgl,1.2255555555555555
Q1,2017-12-12,no3n_ugl,164.625
Q1,2017-12-12,mg_mgl,2.8266666666666667
Q1,2017-12-12,ca_mgl,5.2122222222222225
Q1,2017-12-12,nh4n_ugl,20
Q1,2018-02-13,k_mgl,0.9400000000000001
Q1,2018-02-13,no3n_ugl,88
Q1,2018-02-13,mg_mgl,2.5766666666666667
Q1,2018-02-13,ca_mgl,5.155555555555555
Q1,2018-02-13,nh4n_ugl,8
Q1,2018-04-17,k_mgl,1.0077777777777779
Q1,2018-04-17,no3n_ugl,57
Q1,2018-04-17,mg_mgl,2.8111111111111113
Q1,2018-04-17,ca_mgl,5.323333333333333
Q1,2018-04-17,nh4n_ugl,11.75
Q1,2018-06-19,k_mgl,0.9933333333333333
Q1,2018-06-19,no3n_ugl,81
Q1,2018-06-19,mg_mgl,3.04
Q1,2018-06-19,ca_mgl,5.904444444444445
Q1,2018-06-19,nh4n_ugl,10
Q1,2018-08-21,k_mgl,1.064
Q1,2018-08-21,no3n_ugl,72
Q1,2018-08-21,mg_mgl,2.906
Q1,2018-08-21,ca_mgl,5.37
Q1,2018-08-21,nh4n_ugl,6
Q1,2018-10-23,k_mgl,0.96
Q1,2018-10-23,no3n_ugl,82.16666666666667
Q1,2018-10-23,mg_mgl,2.802857142857143
Q1,2018-10-23,ca_mgl,5.345714285714286
Q1,2018-10-23,nh4n_ugl,7
Q1,2018-12-25,k_mgl,0.90625
Q1,2018-12-25,no3n_ugl,57.4
Q1,2018-12-25,mg_mgl,3.335
Q1,2018-12-25,ca_mgl,6.195
Q1,2018-12-25,nh4n_ugl,6
Q1,2019-02-26,k_mgl,0.9144444444444444
Q1,2019-02-26,no3n_ugl,92.5
Q1,2019-02-26,mg_mgl,3.341111111111111
Q1,2019-02-26,ca_mgl,6.39
Q1,2019-02-26,nh4n_ugl,12
Q1,2019-04-30,k_mgl,0.8966666666666666
Q1,2019-04-30,no3n_ugl,63.714285714285715
Q1,2019-04-30,mg_mgl,3.1688888888888886
Q1,2019-04-30,ca_mgl,5.982222222222222
Q1,2019-04-30,nh4n_ugl,NA
Q1,2019-07-02,k_mgl,0.8655555555555555
Q1,2019-07-02,no3n_ugl,78.5
Q1,2019-07-02,mg_mgl,2.9588888888888887
Q1,2019-07-02,ca_mgl,5.556666666666667
Q1,2019-07-02,nh4n_ugl,7.333333333333333
Q1,2019-09-03,k_mgl,0.9033333333333333
Q1,2019-09-03,no3n_ugl,105.6
Q1,2019-09-03,mg_mgl,3.11
Q1,2019-09-03,ca_mgl,5.3533333333333335
Q1,2019-09-03,nh4n_ugl,5.6
Q1,2019-11-05,k_mgl,0.9933333333333333
Q1,2019-11-05,no3n_ugl,114.625
Q1,2019-11-05,mg_mgl,2.7622222222222224
Q1,2019-11-05,ca_mgl,5.04
Q1,2019-11-05,nh4n_ugl,8
Q1,2020-01-07,k_mgl,0.8866666666666667
Q1,2020-01-07,no3n_ugl,128
Q1,2020-01-07,mg_mgl,2.641111111111111
Q1,2020-01-07,ca_mgl,4.823333333333333
Q1,2020-01-07,nh4n_ugl,14
Q1,2020-03-10,k_mgl,1.03
Q1,2020-03-10,no3n_ugl,129
Q1,2020-03-10,mg_mgl,3.435
Q1,2020-03-10,ca_mgl,7.109999999999999
Q1,2020-03-10,nh4n_ugl,NA
Q1,2020-05-12,k_mgl,0.92
Q1,2020-05-12,no3n_ugl,67
Q1,2020-05-12,mg_mgl,1.82
Q1,2020-05-12,ca_mgl,3.57
Q1,2020-05-12,nh4n_ugl,18
Q1,2020-07-14,k_mgl,0.9185714285714286
Q1,2020-07-14,no3n_ugl,108.57142857142857
Q1,2020-07-14,mg_mgl,2.9485714285714284
Q1,2020-07-14,ca_mgl,5.925714285714286
Q1,2020-07-14,nh4n_ugl,8.75
Q1,2020-09-15,k_mgl,0.95
Q1,2020-09-15,no3n_ugl,136.75
Q1,2020-09-15,mg_mgl,2.785
Q1,2020-09-15,ca_mgl,4.965
Q1,2020-09-15,nh4n_ugl,9.166666666666666
Q1,2020-11-17,k_mgl,1.0150000000000001
Q1,2020-11-17,no3n_ugl,145.33333333333334
Q1,2020-11-17,mg_mgl,3.175
Q1,2020-11-17,ca_mgl,5.890000000000001
Q1,2020-11-17,nh4n_ugl,10.285714285714286
Q2,1986-05-20,k_mgl,0.79
Q2,1986-05-20,no3n_ugl,208.66666666666666
Q2,1986-05-20,mg_mgl,3.0033333333333334
Q2,1986-05-20,ca_mgl,4.9
Q2,1986-05-20,nh4n_ugl,NA
Q2,1986-07-22,k_mgl,NA
Q2,1986-07-22,no3n_ugl,NA
Q2,1986-07-22,mg_mgl,NA
Q2,1986-07-22,ca_mgl,NA
Q2,1986-07-22,nh4n_ugl,NA
Q2,1986-09-23,k_mgl,0.716
Q2,1986-09-23,no3n_ugl,206.6
Q2,1986-09-23,mg_mgl,2.43
Q2,1986-09-23,ca_mgl,4.946
Q2,1986-09-23,nh4n_ugl,22.6
Q2,1986-11-25,k_mgl,0.6922222222222223
Q2,1986-11-25,no3n_ugl,268.1111111111111
Q2,1986-11-25,mg_mgl,2.5211111111111113
Q2,1986-11-25,ca_mgl,4.742222222222222
Q2,1986-11-25,nh4n_ugl,17.25
Q2,1987-01-27,k_mgl,0.76
Q2,1987-01-27,no3n_ugl,219.625
Q2,1987-01-27,mg_mgl,2.658888888888889
Q2,1987-01-27,ca_mgl,4.924444444444444
Q2,1987-01-27,nh4n_ugl,14
Q2,1987-03-31,k_mgl,0.9455555555555556
Q2,1987-03-31,no3n_ugl,259.85714285714283
Q2,1987-03-31,mg_mgl,2.29
Q2,1987-03-31,ca_mgl,4.682222222222222
Q2,1987-03-31,nh4n_ugl,39
Q2,1987-06-02,k_mgl,0.8188888888888889
Q2,1987-06-02,no3n_ugl,232.77777777777777
Q2,1987-06-02,mg_mgl,2.49
Q2,1987-06-02,ca_mgl,4.915555555555556
Q2,1987-06-02,nh4n_ugl,70.66666666666667
Q2,1987-08-04,k_mgl,0.8530769230769231
Q2,1987-08-04,no3n_ugl,231.3846153846154
Q2,1987-08-04,mg_mgl,2.037692307692308
Q2,1987-08-04,ca_mgl,4.03
Q2,1987-08-04,nh4n_ugl,32.84615384615385
Q2,1987-10-06,k_mgl,0.856
Q2,1987-10-06,no3n_ugl,191
Q2,1987-10-06,mg_mgl,2.0949999999999998
Q2,1987-10-06,ca_mgl,4.21
Q2,1987-10-06,nh4n_ugl,12.1
Q2,1987-12-08,k_mgl,0.8668421052631579
Q2,1987-12-08,no3n_ugl,253.86666666666667
Q2,1987-12-08,mg_mgl,2.04
Q2,1987-12-08,ca_mgl,4.324736842105263
Q2,1987-12-08,nh4n_ugl,18.36842105263158
Q2,1988-02-09,k_mgl,0.7775
Q2,1988-02-09,no3n_ugl,185
Q2,1988-02-09,mg_mgl,2.34625
Q2,1988-02-09,ca_mgl,4.33875
Q2,1988-02-09,nh4n_ugl,18.857142857142858
Q2,1988-04-12,k_mgl,0.807
Q2,1988-04-12,no3n_ugl,216.7
Q2,1988-04-12,mg_mgl,2.187
Q2,1988-04-12,ca_mgl,3.868
Q2,1988-04-12,nh4n_ugl,57.55555555555556
Q2,1988-06-14,k_mgl,0.7545454545454545
Q2,1988-06-14,no3n_ugl,NA
Q2,1988-06-14,mg_mgl,2.2381818181818183
Q2,1988-06-14,ca_mgl,3.561818181818182
Q2,1988-06-14,nh4n_ugl,67.5
Q2,1988-08-16,k_mgl,0.7761538461538462
Q2,1988-08-16,no3n_ugl,184.72727272727272
Q2,1988-08-16,mg_mgl,2.0591666666666666
Q2,1988-08-16,ca_mgl,3.805
Q2,1988-08-16,nh4n_ugl,26.25
Q2,1988-10-18,k_mgl,0.8475
Q2,1988-10-18,no3n_ugl,224.125
Q2,1988-10-18,mg_mgl,2.38125
Q2,1988-10-18,ca_mgl,4.18625
Q2,1988-10-18,nh4n_ugl,61
Q2,1988-12-20,k_mgl,0.9077777777777778
Q2,1988-12-20,no3n_ugl,219.11111111111111
Q2,1988-12-20,mg_mgl,2.4833333333333334
Q2,1988-12-20,ca_mgl,4.488888888888889
Q2,1988-12-20,nh4n_ugl,NA
Q2,1989-02-21,k_mgl,0.8377777777777777
Q2,1989-02-21,no3n_ugl,224.9
Q2,1989-02-21,mg_mgl,2.7688888888888887
Q2,1989-02-21,ca_mgl,4.62
Q2,1989-02-21,nh4n_ugl,NA
Q2,1989-04-25,k_mgl,0.9366666666666666
Q2,1989-04-25,no3n_ugl,174
Q2,1989-04-25,mg_mgl,2.6755555555555555
Q2,1989-04-25,ca_mgl,4.58
Q2,1989-04-25,nh4n_ugl,NA
Q2,1989-06-27,k_mgl,1.0044444444444445
Q2,1989-06-27,no3n_ugl,176
Q2,1989-06-27,mg_mgl,2.3566666666666665
Q2,1989-06-27,ca_mgl,4.605555555555556
Q2,1989-06-27,nh4n_ugl,NA
Q2,1989-08-29,k_mgl,1.1718181818181819
Q2,1989-08-29,no3n_ugl,137.42857142857142
Q2,1989-08-29,mg_mgl,2.789
Q2,1989-08-29,ca_mgl,5.341
Q2,1989-08-29,nh4n_ugl,NA
Q2,1989-10-31,k_mgl,1.339
Q2,1989-10-31,no3n_ugl,424.3
Q2,1989-10-31,mg_mgl,3.138
Q2,1989-10-31,ca_mgl,6.071
Q2,1989-10-31,nh4n_ugl,NA
Q2,1990-01-02,k_mgl,1.3822222222222222
Q2,1990-01-02,no3n_ugl,194.75
Q2,1990-01-02,mg_mgl,3.12
Q2,1990-01-02,ca_mgl,6.677777777777778
Q2,1990-01-02,nh4n_ugl,NA
Q2,1990-03-06,k_mgl,1.393076923076923
Q2,1990-03-06,no3n_ugl,460.90909090909093
Q2,1990-03-06,mg_mgl,2.46
Q2,1990-03-06,ca_mgl,5.222307692307692
Q2,1990-03-06,nh4n_ugl,NA
Q2,1990-05-08,k_mgl,1.262
Q2,1990-05-08,no3n_ugl,301.5
Q2,1990-05-08,mg_mgl,3.079
Q2,1990-05-08,ca_mgl,6.397
Q2,1990-05-08,nh4n_ugl,NA
Q2,1990-07-10,k_mgl,0.9955555555555555
Q2,1990-07-10,no3n_ugl,177.44444444444446
Q2,1990-07-10,mg_mgl,3.2844444444444445
Q2,1990-07-10,ca_mgl,7.045555555555556
Q2,1990-07-10,nh4n_ugl,NA
Q2,1990-09-11,k_mgl,0.8822222222222222
Q2,1990-09-11,no3n_ugl,101
